what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1396550904062
java.specification.vendor,sysinfo,,,"Oracle Corporation",1396550904062
java.specification.version,sysinfo,,,"1.7",1396550904062
java.vendor,sysinfo,,,"Oracle Corporation",1396550904062
java.version,sysinfo,,,"1.7.0_51",1396550904062
java.vm.info,sysinfo,,,"mixed mode",1396550904062
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1396550904062
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1396550904062
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1396550904062
java.vm.specification.version,sysinfo,,,"1.7",1396550904062
java.vm.vendor,sysinfo,,,"Oracle Corporation",1396550904062
java.vm.version,sysinfo,,,"24.51-b03",1396550904062
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1396550904069
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1396550904219
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1396550904295
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1396550904412
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1396550904567
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1396550904574
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1396550905015
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1396550905026
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1396550905032
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1396550905037
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1396550905064
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1396550905067
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1396550905092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396550917300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551754037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551828972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551994418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551995939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396552145813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396552145959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553843872
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1396553847832
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1396553847832
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396553857477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396553857846
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1396553861576
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1396553861816
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1396553861859
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1396553862047
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1396553862271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553863708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553863845
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1396553864419
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1396553865592
started,bundle,org.python.pydev.debug,2.5.0.2012040618,"org.python.pydev.debug",1396553865734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553866422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553883179
started,bundle,com.python.pydev.analysis,2.5.0.2012040618,"com.python.pydev.analysis",1396553883182
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1396553883250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553884037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553891901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553898175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553898954
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396553910611
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396553910944
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1396553947424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396553948537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554039510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396554042310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554093363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554129974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554203668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554206104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554297660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554387939
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1396554405356
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1396554405372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1396554405492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554610016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554791472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554795215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396554796299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396555279583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396555846898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396555847502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556467367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556507087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556859820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556868635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556869009
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1396556871385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396556985701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396557201846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396557211533
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1396557212830
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1396557212883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396557250013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.customizePerspective",1396557250029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396557260597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396557316102
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396557316133
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1396557321576
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396557321839
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1396557321968
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1396557363276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1396557388362
